Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer Age,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1652,11909,11/24/12,Not Specified,11,194.174,0.03,Regular Air,-20.91,20.99,0.99,Stephanie Phelps,44,Kirkland,98034,Washington,West,Consumer,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,11/26/12
2760,19943,11/24/12,Critical,16,1959.92,0.07,Delivery Truck,-374.96,124.49,51.94,Benjamin Patterson,44,Kingman,86401,Arizona,West,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,11/25/12
5750,40835,11/24/12,High,26,393.59,0.06,Regular Air,-8.08,15.01,8.4,Jennifer Braxton,44,Schererville,46375,Indiana,Central,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,11/26/12
5751,40835,11/24/12,High,14,551.18,0.09,Regular Air,-326.97,40.48,19.99,Jennifer Braxton,44,Schererville,46375,Indiana,Central,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,11/26/12
5752,40835,11/24/12,High,1,18.73,0.05,Regular Air,-6.68,12.28,6.13,Jennifer Braxton,44,Schererville,46375,Indiana,Central,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,11/25/12
161,998,11/25/12,Not Specified,16,248.26,0.07,Regular Air,93.80,15.74,1.39,Allen Rosenblatt,44,Alton,62002,Illinois,Central,Small Business,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,0.4,11/26/12
1505,10884,11/25/12,Low,24,2525.9875,0.09,Regular Air,416.67,125.99,8.99,Cindy Chapman,44,Oro Valley,85737,Arizona,West,Consumer,Technology,Telephones and Communication,SC7868i,Small Box,0.55,12/2/12
2431,17668,11/25/12,Medium,49,848.92,0.04,Regular Air,296.06,17.48,1.99,Erin Creighton,44,Carrollton,75007,Texas,Central,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,11/27/12
2432,17668,11/25/12,Medium,24,6930.97,0.05,Regular Air,2574.12,300.98,13.99,Erin Creighton,44,Carrollton,75007,Texas,Central,Corporate,Technology,Office Machines,Polycom VoiceStation 100,Medium Box,0.39,11/26/12
2433,17668,11/25/12,Medium,13,2219.7325,0.04,Express Air,-69.78,205.99,5,Erin Creighton,44,Carrollton,75007,Texas,Central,Corporate,Technology,Telephones and Communication,Phone 918,Small Box,0.59,11/26/12
4313,30726,11/25/12,Medium,35,725.15,0.05,Regular Air,140.57,20.27,3.99,Harold Ryan,44,Westlake,44145,Ohio,East,Home Office,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,Small Box,0.57,11/26/12
4526,32195,11/25/12,Medium,7,86.29,0.05,Regular Air,-14.03,11.58,6.97,Michelle Huthwaite,44,Cloverleaf,77015,Texas,Central,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,11/28/12
6842,48710,11/25/12,Medium,4,29.24,0.01,Regular Air,-1.73,6.98,1.6,Cynthia Arntzen,44,Amarillo,79109,Texas,Central,Home Office,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,11/26/12
7813,55875,11/25/12,Critical,50,413.86,0,Regular Air,39.29,7.59,4,Brad Eason,44,Urbana,61801,Illinois,Central,Small Business,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,11/28/12
7814,55875,11/25/12,Critical,31,178.45,0.09,Regular Air,-104.96,5.98,4.69,Brad Eason,44,Urbana,61801,Illinois,Central,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,11/25/12
7817,55906,11/26/12,Critical,49,276.3,0.02,Regular Air,14.84,5.58,2.99,Saphhira Shifley,44,Charleston,29418,South Carolina,South,Consumer,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Small Box,0.37,11/28/12
7818,55906,11/26/12,Critical,15,120.52,0.06,Regular Air,43.92,7.98,1.25,Saphhira Shifley,44,Charleston,29418,South Carolina,South,Consumer,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Wrap Bag,0.35,11/27/12
7819,55906,11/26/12,Critical,42,2269.01,0.02,Regular Air,-19.37,54.1,19.99,Saphhira Shifley,44,Charleston,29418,South Carolina,South,Consumer,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.59,11/27/12
7298,52035,11/27/12,High,29,20872.16,0.03,Regular Air,-4437.91,699.99,24.49,Roy Skaria,44,Hays,67601,Kansas,Central,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,11/30/12
773,5511,11/28/12,Critical,46,129.44,0.02,Express Air,-5.54,2.58,1.3,Art Ferguson,44,Richfield,55423,Minnesota,Central,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,11/29/12
774,5511,11/28/12,Critical,32,1829.387,0.02,Regular Air,482.45,65.99,3.9,Art Ferguson,44,Richfield,55423,Minnesota,Central,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,11/29/12
2106,15074,11/28/12,Not Specified,27,941.4,0.05,Regular Air,369.48,35.44,5.09,Tim Brockman,44,Twin Falls,83301,Idaho,West,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,0.38,11/29/12
5604,39717,11/28/12,High,20,835.48,0.06,Regular Air,-58.13,43.57,16.36,Jennifer Ferguson,44,Greeneville,37743,Tennessee,South,Corporate,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,11/30/12
2872,20710,11/29/12,High,31,180.7,0.1,Regular Air,-94.61,5.98,3.85,Dennis Kane,44,Central Islip,11722,New York,East,Small Business,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,11/30/12
2873,20710,11/29/12,High,26,67.4,0.07,Regular Air,22.71,2.61,0.5,Dennis Kane,44,Central Islip,11722,New York,East,Small Business,Office Supplies,Labels,Avery 494,Small Box,0.39,12/1/12
5154,36707,11/29/12,Medium,47,181.78,0.02,Regular Air,71.56,3.78,0.71,Charlotte Melton,44,Buffalo Grove,60089,Illinois,Central,Home Office,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,11/30/12
5338,37924,11/29/12,High,49,8094.55,0.05,Regular Air,2008.71,165.2,19.99,Philip Fox,44,Brentwood,37027,Tennessee,South,Home Office,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,11/29/12
5339,37924,11/29/12,High,21,352.44,0.09,Regular Air,-80.53,17.99,8.65,Philip Fox,44,Clarksburg,26301,West Virginia,East,Home Office,Office Supplies,Pens & Art Supplies,Model L Table or Wall-Mount Pencil Sharpener,Small Box,0.57,11/29/12
5487,38947,11/29/12,Critical,20,307.46,0.02,Regular Air,4.91,14.58,7.4,Chris Selesnick,44,Steubenville,43952,Ohio,East,Home Office,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,12/1/12
1697,12258,11/30/12,Low,3,561.65,0.04,Delivery Truck,-264.94,180.98,30,Kelly Lampkin,44,Georgetown,78626,Texas,Central,Home Office,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,11/30/12
1698,12258,11/30/12,Low,2,55.6,0.06,Regular Air,-52.54,3.25,49,Kelly Lampkin,44,Grand Prairie,75051,Texas,Central,Home Office,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,12/5/12
1699,12258,11/30/12,Low,22,2431.13,0.01,Regular Air,660.63,110.98,13.99,Kelly Lampkin,44,Grand Prairie,75051,Texas,Central,Home Office,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,12/4/12
1700,12258,11/30/12,Low,27,113.4,0.05,Express Air,-5.02,3.95,2,Kelly Lampkin,44,Grand Prairie,75051,Texas,Central,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,12/7/12
5109,36416,11/30/12,Low,44,276,0.08,Regular Air,-98.53,6.48,5.82,Sean O'Donnell,44,Sandusky,44870,Ohio,East,Corporate,Office Supplies,Paper,Xerox 1998,Small Box,0.37,12/4/12
5110,36416,11/30/12,Low,46,132.01,0.04,Regular Air,6.93,2.88,1.01,Sean O'Donnell,44,Sandusky,44870,Ohio,East,Corporate,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,12/4/12
7979,57061,11/30/12,Low,21,470.79,0.04,Regular Air,-80.11,22.38,15.1,Dionis Lloyd,44,Coram,11727,New York,East,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,12/7/12
7980,57061,11/30/12,Low,6,36.56,0.07,Regular Air,6.22,6.3,0.5,Dionis Lloyd,44,Coram,11727,New York,East,Small Business,Office Supplies,Labels,Avery 51,Small Box,0.39,11/30/12
7981,57061,11/30/12,Low,3,55.17,0.06,Regular Air,46.84,17.78,5.03,Dionis Lloyd,44,Coram,11727,New York,East,Small Business,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54,12/2/12
917,6592,12/1/12,Low,29,194.29,0.09,Regular Air,-177.17,6.84,8.37,Tamara Chand,44,Pasadena,77506,Texas,Central,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,12/8/12
918,6592,12/1/12,Low,33,1621.1,0.07,Express Air,-971.36,48.91,35,Tamara Chand,44,Pasadena,77506,Texas,Central,Consumer,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,12/3/12
5431,38594,12/1/12,Medium,26,1011.9,0.07,Regular Air,247.94,39.48,1.99,Roland Fjeld,44,El Centro,92243,California,West,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,12/2/12
5626,39844,12/1/12,Not Specified,47,4387.24,0.09,Regular Air,-286.47,95.43,19.99,Jim Sink,44,Harrisburg,17112,Pennsylvania,East,Corporate,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,12/2/12
7304,52070,12/1/12,Not Specified,29,67.97,0.06,Regular Air,-109.94,2.28,5.2,Natalie Webber,44,Miami,33142,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag,0.41,12/3/12
105,645,12/2/12,High,42,557.85,0.05,Regular Air,89.45,12.95,4.98,Harold Engle,44,Lafayette,47905,Indiana,Central,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,12/4/12
3003,21635,12/2/12,Low,2,65.31,0,Regular Air,-34.42,24.92,12.98,Laurel Beltran,44,Hilton Head Island,29915,South Carolina,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,12/2/12
5097,36355,12/2/12,Medium,9,61.43,0.09,Express Air,-42.98,5.4,7.78,Anne Pryor,44,Troy,12180,New York,East,Home Office,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,12/2/12
5098,36355,12/2/12,Medium,6,129.5,0.02,Regular Air,65.49,20.28,6.68,Anne Pryor,44,Troy,12180,New York,East,Home Office,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,12/2/12
5099,36355,12/2/12,Medium,10,125.95,0,Regular Air,15.73,11.55,2.36,Anne Pryor,44,Troy,12180,New York,East,Home Office,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,12/3/12
5100,36355,12/2/12,Medium,43,90.93,0.05,Regular Air,-72.50,2.08,2.56,Anne Pryor,44,Utica,13501,New York,East,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,12/3/12
6476,46113,12/2/12,Not Specified,18,2567.13,0.02,Express Air,945.54,136.98,24.49,Nick Zandusky,44,Tucker,30084,Georgia,South,Small Business,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,12/3/12
6952,49668,12/2/12,Low,25,93.22,0.06,Regular Air,-15.37,3.74,0.94,Michelle Ellison,44,Greenfield,53220,Wisconsin,Central,Home Office,Office Supplies,Rubber Bands,Rubber Band Ball,Wrap Bag,0.83,12/9/12
2392,17317,12/3/12,Not Specified,7,34.66,0.06,Regular Air,-20.87,4.42,4.99,Laurel Elliston,44,East Massapequa,11758,New York,East,Corporate,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,12/5/12
1874,13479,12/4/12,High,3,292.96,0.09,Regular Air,-322.95,99.99,19.99,Erin Ashbrook,44,Flower Mound,75028,Texas,Central,Consumer,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,12/6/12
1875,13479,12/4/12,High,13,2206.991,0.04,Regular Air,-1.63,205.99,5.26,Erin Ashbrook,44,Flower Mound,75028,Texas,Central,Consumer,Technology,Telephones and Communication,i470,Small Box,0.56,12/5/12
2103,15040,12/4/12,Low,48,410.35,0.1,Express Air,114.02,9.11,2.15,Carl Weiss,44,Columbus,39701,Mississippi,South,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,12/8/12
4204,29889,12/4/12,Not Specified,44,243.5,0.09,Regular Air,23.87,5.98,1.67,Odella Nelson,44,Whitehall,43213,Ohio,East,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Wrap Bag,0.51,12/7/12
217,1444,12/5/12,Medium,32,21717.36,0.06,Express Air,8249.86,699.99,24.49,Noel Staavos,44,Bangor,04401,Maine,East,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,12/7/12
218,1444,12/5/12,Medium,13,15823.27,0.04,Delivery Truck,1759.34,1360.14,14.7,Noel Staavos,44,Burlington,05401,Vermont,East,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.59,12/8/12
219,1444,12/5/12,Medium,2,21.44,0.02,Regular Air,-13.67,6.48,8.74,Noel Staavos,44,Cheshire,06408,Connecticut,East,Home Office,Office Supplies,Paper,Xerox 1984,Small Box,0.36,12/7/12
220,1444,12/5/12,Medium,24,416.4,0.02,Regular Air,24.33,17.15,4.96,Noel Staavos,44,Englewood,07631,New Jersey,East,Home Office,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box,0.58,12/7/12
221,1444,12/5/12,Medium,25,772.24,0.07,Regular Air,181.98,30.98,8.74,Noel Staavos,44,Providence,02908,Rhode Island,East,Home Office,Office Supplies,Paper,Xerox 1979,Small Box,0.4,12/6/12
2216,16032,12/5/12,Low,35,436.98,0.07,Regular Air,75.61,12.64,4.98,Brian Thompson,44,Clayton,63105,MO,Central,Home Office,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,12/12/12
5059,36069,12/5/12,Low,13,453.09,0.09,Regular Air,107.74,35.94,6.66,Ashley Jarboe,44,Gilbert,85234,Arizona,West,Home Office,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,12/10/12
5060,36069,12/5/12,Low,15,2758.22,0,Regular Air,966.81,170.98,13.99,Ashley Jarboe,44,Gilbert,85234,Arizona,West,Home Office,Furniture,Office Furnishings,Tenex Antistatic Computer Chair Mats,Medium Box,0.75,12/12/12
5061,36069,12/5/12,Low,20,102.61,0.09,Regular Air,-92.01,4.98,7.44,Ashley Jarboe,44,Gilbert,85234,Arizona,West,Home Office,Office Supplies,Paper,Xerox 1922,Small Box,0.36,12/7/12
7039,50275,12/5/12,Medium,5,9704.37,0.03,Express Air,-1565.91,1938.02,13.99,Gary Hwang,44,Coconut Creek,33063,Florida,South,Home Office,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box,0.38,12/6/12
7040,50275,12/5/12,Medium,31,211.94,0.05,Regular Air,-56.39,6.48,5.84,Gary Hwang,44,Coconut Creek,33063,Florida,South,Home Office,Office Supplies,Paper,Xerox 226,Small Box,0.37,12/6/12
2286,16480,12/6/12,Not Specified,14,87.23,0.09,Express Air,-69.53,5.4,7.78,Nat Gilpin,44,Midwest City,73110,Oklahoma,Central,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,12/8/12
3430,24455,12/6/12,Not Specified,8,169.11,0,Regular Air,-10.59,20.89,1.99,Fred Wasserman,44,Chambersburg,17201,Pennsylvania,East,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,12/8/12
3431,24455,12/6/12,Not Specified,41,152.59,0.07,Regular Air,27.38,3.98,0.83,Fred Wasserman,44,Chambersburg,17201,Pennsylvania,East,Home Office,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,12/9/12
3474,24737,12/6/12,High,3,549.92,0.09,Delivery Truck,-210.97,180.98,26.2,Sonia Sunley,44,Leavenworth,66048,Kansas,Central,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,12/9/12
3475,24737,12/6/12,High,26,182.09,0,Regular Air,-28.15,6.48,5.19,Sonia Sunley,44,Leavenworth,66048,Kansas,Central,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,12/7/12
5501,39015,12/6/12,Medium,13,5236.14,0.05,Delivery Truck,567.59,399.98,12.06,Lycoris Saunders,44,Mehlville,63129,MO,Central,Corporate,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,12/6/12
5502,39015,12/6/12,Medium,11,74.02,0.07,Regular Air,-28.45,6.48,5.74,Lycoris Saunders,44,Mehlville,63129,MO,Central,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,0.37,12/6/12
5806,41185,12/6/12,Critical,2,18.81,0.08,Regular Air,-12.83,5.78,7.96,Ben Ferrer,44,Cuyahoga Falls,44221,Ohio,East,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,12/7/12
6443,45824,12/6/12,Not Specified,44,6123.48,0.08,Regular Air,1232.79,140.81,24.49,Duane Huffman,44,Laredo,78041,Texas,Central,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,12/8/12
6454,45959,12/6/12,Medium,15,201.74,0.08,Express Air,-2.63,12.53,7.17,Roy Collins,44,Collierville,38017,Tennessee,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,12/8/12
6455,45959,12/6/12,Medium,35,1822.13,0,Regular Air,155.17,49.99,19.99,Roy Collins,44,Columbia,38401,Tennessee,South,Corporate,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Box,0.41,12/8/12
6538,46528,12/6/12,Medium,43,2980.15,0.05,Express Air,-865.98,70.71,37.58,Edward Nazzal,44,Waco,76706,Texas,Central,Home Office,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78,12/8/12
6539,46528,12/6/12,Medium,23,476.04,0.01,Regular Air,57.25,18.97,9.54,Edward Nazzal,44,Waco,76706,Texas,Central,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,0.37,12/9/12
1123,8229,12/7/12,Medium,7,3565.27,0.04,Delivery Truck,-502.81,510.14,14.7,Patrick O'Brill,44,Holland,49423,Michigan,Central,Home Office,Technology,Office Machines,Okidata ML520 Series Dot Matrix Printers,Jumbo Drum,0.56,12/9/12
1124,8229,12/7/12,Medium,50,241.01,0,Regular Air,-4.69,4.76,3.01,Patrick O'Brill,44,Holland,49423,Michigan,Central,Home Office,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36,12/9/12
4984,35457,12/7/12,Low,45,3286.27,0.02,Regular Air,1102.58,70.97,3.5,Georgia Rosenberg,44,Alexandria,22304,Virginia,South,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,12/14/12
5203,36992,12/7/12,Medium,34,459.08,0.04,Express Air,61.57,12.98,3.14,Aleksandra Gannaway,44,Terrytown,70056,Louisiana,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,12/9/12
7643,54755,12/7/12,Critical,44,3421.88,0,Regular Air,443.52,73.98,4,Matt Collister,44,Cloverleaf,77015,Texas,Central,Home Office,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,12/10/12
8310,59365,12/7/12,Medium,1,534.3,0.05,Delivery Truck,-1220.91,535.64,14.7,Sanjit Engle,44,Hollywood,33021,Florida,South,Home Office,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,Jumbo Drum,0.59,12/9/12
5295,37700,12/8/12,Critical,27,3390.51,0.05,Express Air,1169.71,122.99,19.99,Shaun Chance,44,Coeur D Alene,83814,Idaho,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,12/11/12
6691,47617,12/8/12,Not Specified,17,5001.29,0.09,Regular Air,1680.92,304.99,19.99,Sylvia Foulston,44,Laconia,03246,New Hampshire,East,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,12/9/12
1134,8290,12/9/12,Critical,32,209.02,0.04,Regular Air,101.80,6.3,0.5,Patrick O'Brill,44,Inkster,48141,Michigan,Central,Home Office,Office Supplies,Labels,Avery 48,Small Box,0.39,12/11/12
5887,41765,12/9/12,Medium,41,204.99,0.03,Regular Air,-95.99,4.98,4.95,Victoria Wilson,44,West Bend,53095,Wisconsin,Central,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37,12/11/12
7111,50754,12/9/12,Not Specified,9,64.0305,0.06,Regular Air,-58.34,7.99,5.03,Becky Castell,44,Batavia,60510,Illinois,Central,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,12/10/12
7179,51233,12/9/12,Low,3,26.5,0.05,Regular Air,20.12,7.59,4,Eleni McCrary,44,South Hadley,01075,MA,East,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,12/9/12
8303,59297,12/9/12,Medium,13,1582.47,0.05,Delivery Truck,-205.02,119.99,56.14,Annie Thurman,44,Murray,84107,Utah,West,Consumer,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,12/11/12
801,5735,12/10/12,Medium,10,2665.64,0.1,Delivery Truck,-107.49,280.98,35.67,Art Foster,44,Highlands Ranch,80126,Colorado,West,Home Office,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,12/11/12
6807,48483,12/10/12,Critical,18,47.55,0,Express Air,10.01,2.21,1,Steve Nguyen,44,Toledo,43615,Ohio,East,Small Business,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,12/11/12
7949,56803,12/10/12,Not Specified,42,258.19,0.1,Regular Air,-103.27,6.48,5.9,Carlos Soltero,44,Columbus,47201,Indiana,Central,Small Business,Office Supplies,Paper,Xerox 1976,Small Box,0.37,12/10/12
419,2818,12/11/12,Medium,37,565.91,0.05,Regular Air,192.39,15.68,3.73,Ross Baird,44,North Miami,33161,Florida,South,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,12/13/12
420,2818,12/11/12,Medium,39,593.21,0,Regular Air,44.71,14.98,8.99,Ross Baird,44,North Miami,33161,Florida,South,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,12/12/12
421,2818,12/11/12,Medium,2,89.23,0.02,Regular Air,-42.72,38.76,13.26,Ross Baird,44,North Miami,33161,Florida,South,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,12/12/12
1031,7527,12/11/12,Medium,37,560.39,0.05,Regular Air,186.87,15.68,3.73,Nora Price,44,Richmond,23223,Virginia,South,Small Business,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,12/12/12
1032,7527,12/11/12,Medium,42,7062.616,0.02,Regular Air,2288.64,195.99,4.2,Nora Price,44,Richmond,23223,Virginia,South,Small Business,Technology,Telephones and Communication,T65,Small Box,0.56,12/12/12
5511,39076,12/11/12,Critical,41,222.65,0.02,Regular Air,-131.16,5.28,6.26,Tom Stivers,44,Rotterdam,12306,New York,East,Corporate,Office Supplies,Paper,Xerox 1928,Small Box,0.4,12/12/12
6908,49283,12/11/12,High,25,334.71,0.01,Regular Air,31.74,12.28,6.47,Shaun Weien,44,Minnetonka Mills,55343,Minnesota,Central,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,12/12/12
1692,12224,12/12/12,High,2,302.91,0.04,Delivery Truck,-186.13,124.49,51.94,Joni Blumstein,44,Enid,73703,Oklahoma,Central,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,12/14/12
1693,12224,12/12/12,High,29,842.6135,0.1,Regular Air,-208.43,35.99,5,Joni Blumstein,44,Enid,73703,Oklahoma,Central,Consumer,Technology,Telephones and Communication,Accessory17,Wrap Bag,0.82,12/12/12
2919,21091,12/12/12,High,32,270.73,0.1,Express Air,-54.57,8.88,6.28,Bill Donatelli,44,Grand Island,68801,Nebraska,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Small Box,0.35,12/14/12
3937,28037,12/12/12,High,31,203.53,0.06,Regular Air,-101.28,6.68,6.93,Maxwell Schwartz,44,Raleigh,27604,North Carolina,South,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,12/13/12
4200,29857,12/12/12,Medium,41,5572.92,0.07,Delivery Truck,-639.47,140.98,36.09,Angele Hood,44,Olathe,66062,Kansas,Central,Consumer,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,12/14/12
4970,35364,12/12/12,Critical,16,72.08,0.04,Regular Air,-54.75,4.28,5.68,Lisa DeCherney,44,Liberal,67901,Kansas,Central,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,12/14/12
4971,35364,12/12/12,Critical,29,10338.93,0.06,Delivery Truck,-871.52,376.13,85.63,Lisa DeCherney,44,Liberal,67901,Kansas,Central,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,12/14/12
